kode,nama_bahan,kategori,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,vitc_mg,kelas_rekomendasi,label_kelas
BP044,Kerupuk Mie Kuning  Goreng,Umbi Berpati,476,0.1,21.1,71.3,4.2,57.0,36.0,4.6,0.0,0.0,2,Lemak_Tinggi
BP045,Kerupuk Udang Goreng,Umbi Berpati,477,4.7,20.5,68.5,5.0,24.0,188.0,0.9,449.0,0.0,2,Lemak_Tinggi
BP046,Kue Bangket,Umbi Berpati,338,1.5,1.2,80.3,0.0,34.0,35.0,0.3,67.0,0.0,1,Karbo_Kompleks
BP047,Kue Putu Singkong,Umbi Berpati,217,1.2,0.5,53.2,2.4,48.0,68.0,1.5,3.0,0.0,1,Karbo_Kompleks
BP048,Lanting Getuk,Umbi Berpati,422,0.9,10.8,80.4,1.4,206.0,104.0,3.6,0.0,0.0,1,Karbo_Kompleks
BP049,Mi Golosor,Umbi Berpati,71,0.2,0.8,15.9,0.1,117.0,5.0,0.2,0.0,0.0,3,Rendah_Kalori
BP050,Mie Bendo,Umbi Berpati,353,0.3,0.0,88.0,2.4,28.0,14.0,2.8,9.0,0.0,1,Karbo_Kompleks
BP051,Mie Sagu,Umbi Berpati,190,0.2,0.4,46.5,1.4,8.0,7.0,0.3,10.0,0.0,1,Karbo_Kompleks
BP052,Ongol-Ongol Sagu,Umbi Berpati,111,0.3,2.7,21.2,0.3,79.0,15.0,1.7,0.0,0.0,3,Rendah_Kalori
BP053,Oyek,Umbi Berpati,351,0.9,0.9,84.9,4.3,60.0,36.0,2.1,5.0,0.0,1,Karbo_Kompleks
BP054,Papeda,Umbi Berpati,61,0.2,0.1,14.9,0.5,3.0,1.0,0.2,4.0,0.0,3,Rendah_Kalori
BP055,Rasbi (Beras Ubi),Umbi Berpati,394,2.2,8.8,76.6,6.8,68.0,76.0,1.6,165.0,0.0,1,Karbo_Kompleks
BP056,Rasi (Beras Singkong),Umbi Berpati,350,0.9,0.4,85.7,14.4,42.0,21.0,1.5,8.0,0.0,1,Karbo_Kompleks
BP057,Sagu Forno,Umbi Berpati,291,0.5,4.0,63.4,0.0,10.0,20.0,0.8,40.0,0.0,1,Karbo_Kompleks
BP058,Sagu Lemak (Kue  Sagon),Umbi Berpati,452,2.8,14.8,76.8,1.1,15.0,39.0,1.1,182.0,0.0,1,Karbo_Kompleks
BP059,Sagu Manis,Umbi Berpati,287,0.5,3.9,62.4,0.0,8.0,17.0,0.7,34.0,0.0,1,Karbo_Kompleks
BP060,Sagu Rendang,Umbi Berpati,364,0.1,0.2,90.5,1.9,13.0,9.0,3.9,42.0,0.0,1,Karbo_Kompleks
BP061,Sagu Sinole,Umbi Berpati,354,0.8,8.3,68.9,0.0,10.0,30.0,0.8,30.0,0.0,1,Karbo_Kompleks
BP062,Serimping Talas  Kebumen,Umbi Berpati,478,2.5,21.2,69.2,1.7,112.0,118.0,2.3,0.0,0.0,2,Lemak_Tinggi
BP063,Tapai Singkong,Umbi Berpati,169,1.4,0.3,40.2,2.0,21.0,34.0,0.8,0.0,9.0,1,Karbo_Kompleks
BP064,Tepung Arrowroot,Umbi Berpati,355,0.7,0.2,85.2,0.4,8.0,22.0,1.5,2.0,0.0,1,Karbo_Kompleks
BP065,Tepung Ganyong,Umbi Berpati,353,0.8,1.7,83.6,0.7,4.0,31.0,3.3,3.0,1.0,1,Karbo_Kompleks
BP066,Tepung Gaplek,Umbi Berpati,345,2.4,0.4,83.1,6.7,18.0,95.0,1.5,6.0,0.0,1,Karbo_Kompleks
BP067,"Tepung Kentang,  Kering",Umbi Berpati,347,0.3,0.1,85.6,0.4,20.0,30.0,0.5,51.0,0.0,1,Karbo_Kompleks
BP068,Tepung Mocaf,Umbi Berpati,350,1.2,0.6,85.0,6.0,60.0,64.0,15.8,8.0,2.0,1,Karbo_Kompleks
BP069,Tepung Sente,Umbi Berpati,326,4.0,0.4,76.7,8.5,41.0,141.0,3.5,14.0,0.0,1,Karbo_Kompleks
BP070,Tepung Singkong/  Tapioka,Umbi Berpati,363,1.1,0.5,88.2,0.9,84.0,125.0,1.0,1.0,0.0,1,Karbo_Kompleks
BP071,Tepung Tales Beneng,Umbi Berpati,332,5.7,0.6,76.1,12.2,59.0,302.0,10.7,7.0,0.0,1,Karbo_Kompleks
BP072,Tepung Ubi Ungu,Umbi Berpati,354,2.8,0.6,84.4,12.9,89.0,125.0,3.9,42.0,0.0,1,Karbo_Kompleks
BP073,Tiwul,Umbi Berpati,353,2.4,1.1,83.4,6.5,55.0,95.0,4.7,5.0,3.0,1,Karbo_Kompleks
BP074,Tiwul Instan,Umbi Berpati,395,3.2,8.5,76.5,4.2,81.0,81.0,5.8,377.0,4.0,1,Karbo_Kompleks
BP075,Ubi Cilembu,Umbi Berpati,186,1.9,0.2,44.3,3.4,37.0,51.0,0.6,1.0,0.0,1,Karbo_Kompleks
BP076,Uli Batatas,Umbi Berpati,150,1.1,4.0,27.4,0.0,0.0,23.0,0.1,6.0,0.0,1,Karbo_Kompleks
CR001,"Kacang Arab, Kering","Kacang, Biji, Bean",330,23.8,1.4,60.2,17.4,57.0,388.0,4.7,24.0,2.0,0,Tinggi_Protein_Rendah_Lemak
CR002,"Kacang Babi, Kering","Kacang, Biji, Bean",341,30.4,3.2,51.3,4.5,178.0,521.0,6.8,13.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR003,"Kacang Belimbing  (Kecipir), Kering","Kacang, Biji, Bean",400,34.4,16.9,34.1,10.7,468.0,182.0,6.8,37.0,0.0,1,Karbo_Kompleks
CR004,"Kacang Beracun, Segar","Kacang, Biji, Bean",118,4.4,1.5,21.6,0.0,50.0,50.0,1.7,10.0,0.0,3,Rendah_Kalori
CR005,"Kacang Bogor, Kering","Kacang, Biji, Bean",370,16.0,6.0,65.0,26.3,85.0,264.0,4.2,44.0,0.0,1,Karbo_Kompleks
CR006,"Kacang Bogor, Segar","Kacang, Biji, Bean",165,7.7,3.1,27.4,2.5,96.0,126.0,5.3,6.0,0.0,1,Karbo_Kompleks
CR007,"Kacang Endel, Biji,  Kering","Kacang, Biji, Bean",331,25.0,1.0,58.0,23.6,80.0,400.0,5.0,12.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR008,"Kacang Ercis, Segar","Kacang, Biji, Bean",129,12.4,0.7,18.3,28.6,40.0,130.0,2.3,4.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR009,"Kacang Galing, Segar","Kacang, Biji, Bean",336,23.1,1.7,59.5,0.0,80.0,400.0,5.0,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR010,"Kacang Gude, Biji,  Kering","Kacang, Biji, Bean",316,20.7,1.0,58.0,4.6,146.0,445.0,4.7,16.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR011,"Kacang Gude, Biji,  Segar","Kacang, Biji, Bean",114,7.0,0.6,20.8,4.4,3.0,122.0,1.5,4.0,43.0,3,Rendah_Kalori
CR012,"Kacang Hijau Var,  Bakti, Kering","Kacang, Biji, Bean",350,17.1,1.8,70.7,5.7,94.0,315.0,4.9,46.0,11.0,1,Karbo_Kompleks
CR013,"Kacang Hijau Var,  Siwalik, Kering","Kacang, Biji, Bean",339,20.8,2.1,64.6,7.4,122.0,136.0,4.9,45.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR014,"Kacang Hijau, Kering","Kacang, Biji, Bean",323,22.9,1.5,56.8,7.5,223.0,319.0,7.5,42.0,10.0,0,Tinggi_Protein_Rendah_Lemak
CR015,"Kacang Hitam, Kering","Kacang, Biji, Bean",346,16.6,1.7,66.1,22.8,70.0,300.0,4.7,3.0,0.0,1,Karbo_Kompleks
CR016,"Kacang Kapri, Segar","Kacang, Biji, Bean",98,6.7,0.4,17.7,6.2,22.0,122.0,1.9,6.0,26.0,3,Rendah_Kalori
CR017,"Kacang Kedelai, Kering","Kacang, Biji, Bean",381,40.4,16.7,24.9,3.2,222.0,682.0,10.0,210.0,0.0,3,Rendah_Kalori
CR018,"Kacang Kedelai, Segar","Kacang, Biji, Bean",286,30.2,15.6,30.1,2.9,196.0,506.0,6.9,28.0,0.0,1,Karbo_Kompleks
CR019,"Kacang Kincai, Kering","Kacang, Biji, Bean",444,19.9,16.0,55.0,0.0,26.0,0.0,0.0,0.0,0.0,1,Karbo_Kompleks
CR020,"Kacang Komak, Segar","Kacang, Biji, Bean",327,16.4,4.3,55.8,0.5,74.0,282.0,4.0,22.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR021,"Kacang Kuning, Kering","Kacang, Biji, Bean",355,17.0,2.5,66.0,15.1,140.0,220.0,5.8,1.0,0.0,1,Karbo_Kompleks
CR022,"Kacang Lebui /Iris,  Kering","Kacang, Biji, Bean",346,16.5,1.5,66.6,37.3,144.0,368.0,3.4,17.0,0.0,1,Karbo_Kompleks
CR023,"Kacang Mentega,  Kering","Kacang, Biji, Bean",344,16.7,2.1,64.6,13.0,110.0,300.0,6.7,1.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR024,"Kacang Merah /Banda,  Kering","Kacang, Biji, Bean",350,13.9,3.0,66.9,26.3,84.0,242.0,6.8,19.0,0.0,1,Karbo_Kompleks
CR025,"Kacang Merah Tua,  Kering","Kacang, Biji, Bean",280,16.7,1.6,63.2,4.6,209.0,335.0,6.4,19.0,6.0,0,Tinggi_Protein_Rendah_Lemak
CR026,"Kacang Merah, Kering","Kacang, Biji, Bean",314,22.1,1.1,56.2,4.0,502.0,429.0,10.3,11.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR027,"Kacang Merah, Segar","Kacang, Biji, Bean",171,11.0,2.2,28.0,2.1,293.0,134.0,3.7,7.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR028,"Kacang Mete/Biji  Jambu Monyet, Segar","Kacang, Biji, Bean",616,16.3,48.4,28.7,0.9,26.0,521.0,3.8,26.0,0.0,2,Lemak_Tinggi
CR029,"Kacang Panjang, Biji,  Kering","Kacang, Biji, Bean",357,17.3,1.5,68.6,10.6,163.0,437.0,6.9,16.0,2.0,1,Karbo_Kompleks
CR030,Kacang Tanah Sangan,"Kacang, Biji, Bean",560,29.5,43.0,24.1,2.9,107.0,366.0,4.1,34.0,0.0,2,Lemak_Tinggi
CR031,Kacang Tanah Sangan  Tanpa Selaput,"Kacang, Biji, Bean",559,26.9,44.2,23.6,2.6,74.0,393.0,1.9,33.0,0.0,2,Lemak_Tinggi
CR032,"Kacang Tanah, Kering","Kacang, Biji, Bean",525,27.9,42.7,17.4,2.4,316.0,456.0,5.7,31.0,0.0,2,Lemak_Tinggi
CR033,"Kacang Tolo / Tunggak,  Kering","Kacang, Biji, Bean",331,24.4,1.9,56.6,1.6,481.0,399.0,13.9,15.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR034,"Kacang Tunis, Kering","Kacang, Biji, Bean",351,12.2,1.2,72.9,29.5,120.0,220.0,6.9,1.0,0.0,1,Karbo_Kompleks
CR035,"Kacang Uci, Kering","Kacang, Biji, Bean",358,23.4,2.4,60.6,7.4,269.0,264.0,0.5,13.0,2.0,0,Tinggi_Protein_Rendah_Lemak
CR036,"Kacang Urei, Kering","Kacang, Biji, Bean",354,12.8,1.8,69.3,26.1,220.0,220.0,5.1,1.0,0.0,1,Karbo_Kompleks
CR037,"Kenari Banda, Kering","Kacang, Biji, Bean",616,13.9,56.2,13.7,0.0,0.0,380.0,1.4,11.0,0.0,2,Lemak_Tinggi
CR038,"Kenari, Kering","Kacang, Biji, Bean",657,15.0,66.0,13.0,0.0,92.0,691.0,7.7,3.0,0.0,2,Lemak_Tinggi
CR039,"Komak Polong, Segar","Kacang, Biji, Bean",99,3.3,0.1,21.2,10.3,50.0,99.0,13.1,15.0,0.0,3,Rendah_Kalori
CR040,"Koro Andong, Kering","Kacang, Biji, Bean",356,20.5,4.1,61.6,7.0,150.0,272.0,6.2,18.0,1.0,0,Tinggi_Protein_Rendah_Lemak
CR041,"Koro Benguk, Biji,  Kering","Kacang, Biji, Bean",332,24.0,3.0,55.0,5.6,30.0,200.0,2.0,42.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR042,"Koro Kerupuk, Biji,  Segar","Kacang, Biji, Bean",125,8.3,0.7,22.1,2.2,17.0,12.0,2.7,16.0,31.0,0,Tinggi_Protein_Rendah_Lemak
CR043,"Koro Loke, Biji, Segar","Kacang, Biji, Bean",33,2.7,0.2,7.9,3.5,60.0,40.0,2.0,2.0,0.0,3,Rendah_Kalori
CR044,"Koro Roay, Kering","Kacang, Biji, Bean",344,12.5,2.1,69.4,7.5,70.0,103.0,4.4,18.0,1.0,1,Karbo_Kompleks
CR045,"Koro Wedus, Biji,  Kering","Kacang, Biji, Bean",338,22.2,1.5,61.0,5.8,88.0,395.0,3.5,43.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CR046,"Lamtoro Biji, Muda,  Segar","Kacang, Biji, Bean",85,5.7,0.3,15.4,10.8,180.0,53.0,2.7,35.0,15.0,3,Rendah_Kalori
CR047,"Lamtoro Biji, Tua,  Segar","Kacang, Biji, Bean",148,10.6,0.5,26.2,17.0,155.0,59.0,2.2,28.0,20.0,0,Tinggi_Protein_Rendah_Lemak
CR048,"Lamtoro Var, Gung  Tanpa Kulit","Kacang, Biji, Bean",367,46.4,5.4,32.5,2.6,136.0,441.0,23.3,65.0,9.0,0,Tinggi_Protein_Rendah_Lemak
CR049,"Lamtoro Var, Lokal  Dengan Kulit","Kacang, Biji, Bean",336,23.8,1.2,59.7,15.4,867.0,321.0,1.5,134.0,16.0,0,Tinggi_Protein_Rendah_Lemak
CR050,"Nangka, Biji, Segar","Kacang, Biji, Bean",165,4.2,0.1,36.7,1.8,33.0,200.0,1.0,69.0,10.0,1,Karbo_Kompleks
CR051,"Saga Merah Terkupas,  Mentah","Kacang, Biji, Bean",449,30.6,25.5,31.9,3.5,1062.0,161.0,14.2,66.0,7.0,2,Lemak_Tinggi
CR052,"Wijen, Mentah","Kacang, Biji, Bean",568,19.3,51.1,18.1,3.6,1125.0,614.0,9.5,18.0,0.0,2,Lemak_Tinggi
CP001,"Kacang Belimbing,  Rebus","Kacang, Biji, Bean",204,16.9,8.8,17.5,4.8,230.0,180.0,3.3,43.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP002,"Kacang Bogor, Goreng","Kacang, Biji, Bean",479,12.7,23.2,58.9,1.2,135.0,184.0,2.9,0.0,0.0,2,Lemak_Tinggi
CP003,"Kacang Bogor, Rebus","Kacang, Biji, Bean",161,7.7,2.8,27.1,2.0,56.0,134.0,1.4,0.0,0.0,1,Karbo_Kompleks
CP004,"Kacang Gude, Rebus","Kacang, Biji, Bean",147,9.0,0.5,27.5,3.4,50.0,175.0,2.0,14.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP005,"Kacang Hijau, Rebus","Kacang, Biji, Bean",109,8.7,0.5,18.3,1.5,95.0,149.0,1.5,447.0,3.0,0,Tinggi_Protein_Rendah_Lemak
CP006,"Kacang Kedelai,  Goreng","Kacang, Biji, Bean",521,32.2,37.7,22.9,7.6,296.0,800.0,6.5,3492.0,0.0,2,Lemak_Tinggi
CP007,"Kacang Kedelai, Rebus","Kacang, Biji, Bean",189,20.2,8.2,12.7,1.6,91.0,270.0,3.9,181.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP008,"Kacang Merah Kering,  Rebus","Kacang, Biji, Bean",158,10.3,0.9,28.2,2.6,160.0,149.0,3.7,6.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP009,"Kacang Merah Segar,  Rebus","Kacang, Biji, Bean",144,10.0,1.0,24.7,3.5,144.0,150.0,2.8,6.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP010,"Kacang Mete/Biji  Jambu Monyet, Goreng","Kacang, Biji, Bean",629,20.4,56.3,19.8,1.1,502.0,493.0,8.0,13.0,0.0,2,Lemak_Tinggi
CP011,Kacang Tanah Rebus Dg  Kulit,"Kacang, Biji, Bean",360,13.5,31.2,12.8,0.0,42.0,177.0,1.4,32.0,5.0,2,Lemak_Tinggi
CP012,"Kacang Tanah, Goreng","Kacang, Biji, Bean",564,25.5,44.4,25.5,2.8,106.0,390.0,4.1,0.0,0.0,2,Lemak_Tinggi
CP013,"Kacang Tanah, Rebus","Kacang, Biji, Bean",220,10.6,18.0,8.0,1.0,89.0,273.0,1.9,36.0,0.0,3,Rendah_Kalori
CP014,"Kacang Tolo, Rebus","Kacang, Biji, Bean",138,10.7,1.1,22.6,0.9,165.0,172.0,4.0,13.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP015,Ampas Kacang Hijau,"Kacang, Biji, Bean",96,3.7,0.6,19.1,2.7,133.0,150.0,1.3,0.0,0.0,3,Rendah_Kalori
CP016,"Ampas Tahu, Mentah","Kacang, Biji, Bean",67,5.0,2.1,8.1,4.1,460.0,88.0,1.0,8.0,0.0,3,Rendah_Kalori
CP017,Ampas Tahu Kukus,"Kacang, Biji, Bean",75,4.1,2.1,10.7,5.1,203.0,60.0,1.3,0.0,0.0,3,Rendah_Kalori
CP018,"Ampas Tahu, Kering","Kacang, Biji, Bean",414,26.6,18.3,41.3,0.0,19.0,29.0,4.0,45.0,0.0,1,Karbo_Kompleks
CP019,Pepea Oncom Ampas  Tahu,"Kacang, Biji, Bean",76,5.2,1.8,10.6,2.2,215.0,66.0,12.5,0.0,0.0,3,Rendah_Kalori
CP020,Bungkil Biji Karet,"Kacang, Biji, Bean",333,29.3,3.3,50.0,0.0,102.0,660.0,12.0,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP021,Bungkil Kacang Tanah,"Kacang, Biji, Bean",336,37.4,13.0,30.5,0.0,730.0,470.0,30.7,0.0,0.0,1,Karbo_Kompleks
CP022,Bungkil Kelapa,"Kacang, Biji, Bean",368,23.0,15.0,40.0,0.0,137.0,433.0,41.5,0.0,0.0,1,Karbo_Kompleks
CP023,Dodol Banjarmasin,"Kacang, Biji, Bean",368,2.6,8.6,70.0,0.5,51.0,180.0,3.3,48.0,0.0,1,Karbo_Kompleks
CP024,Emping (Kerupuk  Melinjo),"Kacang, Biji, Bean",345,12.0,1.5,71.5,0.0,100.0,400.0,5.0,0.0,0.0,1,Karbo_Kompleks
CP025,Emping Komak,"Kacang, Biji, Bean",355,17.8,4.6,60.7,0.0,87.0,304.0,4.3,24.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP026,Enting-Enting Gepuk  Hello Kity,"Kacang, Biji, Bean",538,13.6,30.3,52.6,0.2,81.0,248.0,1.6,0.0,0.0,2,Lemak_Tinggi
CP027,Enting-Enting Gepuk  Kacang Tanah,"Kacang, Biji, Bean",524,13.3,29.2,52.0,0.2,76.0,248.0,1.4,0.0,0.0,2,Lemak_Tinggi
CP028,Enting-Enting Wijen,"Kacang, Biji, Bean",565,18.2,38.4,36.8,1.9,251.0,502.0,10.9,0.0,0.0,2,Lemak_Tinggi
CP029,Geplak,"Kacang, Biji, Bean",350,1.4,14.4,53.6,1.8,151.0,43.0,2.1,0.0,0.0,1,Karbo_Kompleks
CP030,Geplak Jahe,"Kacang, Biji, Bean",462,3.1,24.4,57.7,3.3,212.0,161.0,6.6,0.0,0.0,2,Lemak_Tinggi
CP031,Kacang Atom,"Kacang, Biji, Bean",533,27.8,38.1,28.8,2.5,87.0,423.0,3.0,0.0,0.0,2,Lemak_Tinggi
CP032,Kacang Goyang,"Kacang, Biji, Bean",516,14.7,31.1,44.4,0.0,34.0,230.0,0.7,2.0,0.0,2,Lemak_Tinggi
CP033,Kacang Negara,"Kacang, Biji, Bean",480,18.4,19.1,58.5,11.7,34.0,404.0,10.3,1010.0,0.0,1,Karbo_Kompleks
CP034,Kacang Sukro,"Kacang, Biji, Bean",484,8.8,26.1,57.7,1.8,49.0,194.0,2.5,0.0,0.0,2,Lemak_Tinggi
CP035,Kacang Tanah Sari,"Kacang, Biji, Bean",561,25.5,43.8,26.0,2.2,50.0,324.0,3.1,0.0,0.0,2,Lemak_Tinggi
CP036,Keju Kacang Tanah  (Peanut Butter),"Kacang, Biji, Bean",590,27.0,49.0,20.9,1.6,60.0,360.0,2.0,355.0,0.0,2,Lemak_Tinggi
CP037,Kembang Tahu,"Kacang, Biji, Bean",380,48.9,13.8,23.3,0.0,378.0,781.0,2.1,55.0,0.0,3,Rendah_Kalori
CP038,Kembang Tahu Rebus,"Kacang, Biji, Bean",90,10.7,4.0,4.7,0.0,85.0,0.0,0.0,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP039,Keripik Oncom,"Kacang, Biji, Bean",598,8.3,43.8,42.6,3.3,85.0,153.0,27.0,0.0,0.0,2,Lemak_Tinggi
CP040,Keripik Tempe,"Kacang, Biji, Bean",581,12.1,40.6,41.7,2.2,237.0,116.0,6.9,0.0,0.0,2,Lemak_Tinggi
CP041,Keripik Tempe Abadi  Besar,"Kacang, Biji, Bean",556,15.8,37.1,39.8,3.5,112.0,215.0,5.4,0.0,0.0,2,Lemak_Tinggi
CP042,Keripik Tempe Abadi  Murni,"Kacang, Biji, Bean",542,40.3,42.4,11.6,2.2,175.0,529.0,5.2,0.0,0.0,2,Lemak_Tinggi
CP043,Keripik Tempe Abadi  Sedang,"Kacang, Biji, Bean",510,12.3,27.9,52.4,3.6,122.0,211.0,8.4,0.0,0.0,2,Lemak_Tinggi
CP044,Keripik Tempe Abadi  Telur,"Kacang, Biji, Bean",529,20.8,31.7,40.2,3.0,124.0,222.0,5.4,0.0,0.0,2,Lemak_Tinggi
CP045,Kerupik Tempe Abadi  Prima,"Kacang, Biji, Bean",540,16.7,33.9,42.0,2.2,92.0,184.0,3.2,0.0,0.0,2,Lemak_Tinggi
CP046,Kwaci,"Kacang, Biji, Bean",515,30.6,42.1,13.8,13.6,54.0,312.0,6.2,124.0,0.0,2,Lemak_Tinggi
CP047,Melinjo Emping Tebal  Goreng Manis,"Kacang, Biji, Bean",439,10.0,16.4,65.7,0.0,66.0,225.0,0.0,0.0,0.0,1,Karbo_Kompleks
CP048,"Melinjo Emping Tebal,  Goreng Asin","Kacang, Biji, Bean",431,11.1,16.2,63.0,0.0,77.0,0.0,0.0,0.0,0.0,1,Karbo_Kompleks
CP049,Melinjo Emping Tipis  Goreng,"Kacang, Biji, Bean",485,11.5,24.5,59.1,0.0,85.0,218.0,0.0,0.0,0.0,2,Lemak_Tinggi
CP050,Moon Tahu,"Kacang, Biji, Bean",128,8.0,10.0,1.3,0.2,205.0,92.0,2.5,393.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP051,Oncom,"Kacang, Biji, Bean",187,13.0,6.0,22.6,0.0,96.0,115.0,27.0,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP052,Oncom Ampas Kacang  Hijau,"Kacang, Biji, Bean",376,14.9,6.0,65.7,12.3,199.0,110.0,10.9,0.0,0.0,1,Karbo_Kompleks
CP053,Oncom Kacang Hijau +  Singkong,"Kacang, Biji, Bean",351,11.0,5.3,65.9,9.0,164.0,113.0,7.8,0.0,0.0,1,Karbo_Kompleks
CP054,Oncom Kacang Tanah  Pepes,"Kacang, Biji, Bean",132,12.7,3.8,13.7,3.1,133.0,355.0,34.4,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP055,Rempeyek Kacang  Tanah,"Kacang, Biji, Bean",513,17.5,32.5,44.3,1.7,65.0,202.0,2.6,0.0,0.0,2,Lemak_Tinggi
CP056,Rempeyek Kacang Tolo,"Kacang, Biji, Bean",451,11.2,20.2,59.7,1.8,156.0,221.0,4.6,0.0,0.0,2,Lemak_Tinggi
CP057,Rempeyek Kacang Uci,"Kacang, Biji, Bean",497,17.0,27.6,50.8,2.4,166.0,89.0,6.7,0.0,0.0,2,Lemak_Tinggi
CP058,Sayur Lebui,"Kacang, Biji, Bean",64,2.1,0.6,12.5,5.7,21.0,2.0,1.0,124.0,0.0,3,Rendah_Kalori
CP059,"Saridele, Bubuk","Kacang, Biji, Bean",344,30.0,20.0,43.0,6.2,450.0,500.0,4.0,56.0,10.0,2,Lemak_Tinggi
CP060,Susu Kedelai,"Kacang, Biji, Bean",41,3.5,2.5,5.0,0.2,50.0,45.0,0.7,128.0,2.0,3,Rendah_Kalori
CP061,"Tahu, Mentah","Kacang, Biji, Bean",80,10.9,4.7,0.8,0.1,223.0,183.0,3.4,2.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP062,Tahu Goreng,"Kacang, Biji, Bean",115,9.7,8.5,2.5,0.1,229.0,200.0,4.1,7.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP063,Tahu Telur,"Kacang, Biji, Bean",328,12.6,19.9,24.6,0.4,492.0,238.0,4.9,755.0,0.0,3,Rendah_Kalori
CP064,Takwa,"Kacang, Biji, Bean",148,13.8,8.5,4.0,0.0,140.0,214.0,8.5,3.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP065,Tauco,"Kacang, Biji, Bean",184,11.4,5.5,22.2,1.9,72.0,463.0,6.0,1766.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP066,"Tauco Cap Beruang,  Cake","Kacang, Biji, Bean",347,7.4,5.2,67.6,3.2,63.0,106.0,6.2,0.0,0.0,1,Karbo_Kompleks
CP067,"Tauco Cap Das, Cake","Kacang, Biji, Bean",358,7.5,4.3,70.4,3.1,94.0,94.0,4.5,0.0,0.0,1,Karbo_Kompleks
CP068,Tauco Cap Meong,"Kacang, Biji, Bean",159,7.4,4.9,21.3,1.6,183.0,84.0,10.1,1547.0,0.0,3,Rendah_Kalori
CP069,Tauji Cap Singa,"Kacang, Biji, Bean",277,9.1,4.7,49.6,1.2,68.0,106.0,3.0,0.0,0.0,1,Karbo_Kompleks
CP070,Tempe Bongkrek,"Kacang, Biji, Bean",119,4.4,3.5,18.3,0.0,27.0,100.0,2.6,0.0,0.0,3,Rendah_Kalori
CP071,Tempe Gembus P3G,"Kacang, Biji, Bean",73,5.7,1.3,10.3,4.2,204.0,80.0,1.5,0.0,0.0,3,Rendah_Kalori
CP072,Tempe Gembus Yogya,"Kacang, Biji, Bean",76,6.8,0.7,10.6,5.3,76.0,142.0,16.5,0.0,0.0,3,Rendah_Kalori
CP073,Tempe Kacang Babi,"Kacang, Biji, Bean",139,12.5,0.8,21.9,1.8,68.0,182.0,2.6,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP074,Tempe Kacang  Belimbing,"Kacang, Biji, Bean",212,17.5,10.0,12.9,2.9,186.0,160.0,2.2,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP075,Tempe Kedelai +  Jagung,"Kacang, Biji, Bean",143,12.0,5.5,11.4,1.9,155.0,156.0,6.8,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP076,"Tempe Kedelai Murni,  Goreng","Kacang, Biji, Bean",350,24.5,26.6,10.4,4.2,202.0,296.0,4.9,22.0,0.0,2,Lemak_Tinggi
CP077,"Tempe Kedelai Murni,  Mentah","Kacang, Biji, Bean",201,20.8,8.8,13.5,1.4,155.0,326.0,4.0,9.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP078,Tempe Koro Benguk,"Kacang, Biji, Bean",141,10.2,1.3,23.2,0.0,42.0,15.0,2.6,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP079,Tempe Lamtoro,"Kacang, Biji, Bean",128,10.7,0.5,21.3,7.1,203.0,108.0,0.6,0.0,2.0,0,Tinggi_Protein_Rendah_Lemak
CP080,"Tempe Lamtoro Var,  Gung Dengan Kulit","Kacang, Biji, Bean",146,11.7,2.3,19.6,7.6,128.0,41.0,6.8,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
