kode,nama_bahan,kategori,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,vitc_mg,kelas_rekomendasi,label_kelas
CP081,"Tempe Lamtoro Var,  Gung Tanpa Kulit","Kacang, Biji, Bean",131,18.0,0.8,13.0,1.3,95.0,154.0,12.4,0.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP082,Tempe Pasar,"Kacang, Biji, Bean",150,14.0,7.7,9.1,1.4,517.0,202.0,1.5,7.0,0.0,0,Tinggi_Protein_Rendah_Lemak
CP083,Tempe Pasar Goreng,"Kacang, Biji, Bean",336,20.0,28.0,7.8,3.4,156.0,350.0,3.0,20.0,0.0,2,Lemak_Tinggi
CP084,Tepung Hunkwe (Pati  Kacang Ijo),"Kacang, Biji, Bean",364,4.5,1.0,83.5,16.1,50.0,100.0,1.0,15.0,0.0,1,Karbo_Kompleks
CP085,Tepung Jalejo,"Kacang, Biji, Bean",388,19.0,7.5,61.2,5.8,101.0,663.0,2.0,3.0,9.0,0,Tinggi_Protein_Rendah_Lemak
CP086,Tepung Kacang Kedelai,"Kacang, Biji, Bean",347,35.9,20.6,29.9,5.8,195.0,544.0,8.4,52.0,0.0,2,Lemak_Tinggi
DR001,"Akar Tonjong, Segar",Sayuran,45,1.1,0.4,10.8,1.2,72.0,125.0,1.3,96.0,2.0,3,Rendah_Kalori
DR002,"Ale,Toge, Segar",Sayuran,37,4.4,0.5,3.8,1.7,50.0,248.0,2.0,2.0,46.0,3,Rendah_Kalori
DR003,"Andaliman, Segar",Sayuran,99,4.6,1.0,18.0,8.5,383.0,107.0,2.9,0.0,15.0,3,Rendah_Kalori
DR004,"Andewi, Segar",Sayuran,226,1.6,0.2,5.3,4.1,33.0,66.0,1.0,29.0,10.0,3,Rendah_Kalori
DR005,"Bakung, Segar",Sayuran,27,2.0,0.2,4.2,3.8,19.0,20.0,0.5,37.0,42.0,3,Rendah_Kalori
DR006,"Baligo, Segar",Sayuran,15,0.4,0.2,3.0,0.4,19.0,19.0,0.4,2.0,13.0,3,Rendah_Kalori
DR007,"Bawang Bombay,  Segar",Sayuran,43,1.4,0.2,10.3,2.0,32.0,44.0,0.5,12.0,9.0,3,Rendah_Kalori
DR008,"Bayam, Segar",Sayuran,16,0.9,0.4,2.9,0.7,166.0,76.0,3.5,16.0,41.0,3,Rendah_Kalori
DR009,"Bayam Merah, Segar",Sayuran,41,2.2,0.8,6.3,2.2,520.0,80.0,7.0,20.0,62.0,3,Rendah_Kalori
DR010,"Bit, Segar",Sayuran,41,1.6,0.1,9.6,2.6,27.0,43.0,1.0,29.0,10.0,3,Rendah_Kalori
DR011,Buah Kelor,Sayuran,38,1.5,0.2,7.5,3.2,30.0,54.0,0.0,48.0,25.0,3,Rendah_Kalori
DR012,Buah Merah,Sayuran,87,2.6,2.7,13.1,4.0,30.0,1.0,1.1,110.0,15.0,3,Rendah_Kalori
DR013,"Buncis, Segar",Sayuran,34,2.4,0.3,7.2,1.9,101.0,42.0,0.7,8.0,11.0,3,Rendah_Kalori
DR014,"Bunga Pepaya, Segar",Sayuran,45,2.6,0.3,8.1,1.6,290.0,113.0,4.2,2.0,23.0,3,Rendah_Kalori
DR015,"Bunga Turi, Segar",Sayuran,42,2.0,1.1,6.1,3.3,28.0,23.0,0.8,29.0,1.0,3,Rendah_Kalori
DR016,"Caisin, Segar",Sayuran,20,1.7,0.4,3.4,1.2,123.0,40.0,1.9,18.0,3.0,3,Rendah_Kalori
DR017,"Daun Bangun-Bangun,  Segar",Sayuran,27,1.3,0.6,4.0,1.0,279.0,40.0,13.6,4.0,5.0,3,Rendah_Kalori
DR018,"Daun Bawang Merah,  Segar",Sayuran,41,2.0,0.3,7.8,2.1,60.0,40.0,2.3,30.0,11.0,3,Rendah_Kalori
DR019,"Daun Bebuas, Segar",Sayuran,41,2.7,1.0,7.3,2.1,29.0,245.0,1.5,0.0,3.0,3,Rendah_Kalori
DR020,"Daun Belem, Segar",Sayuran,50,4.4,1.4,7.8,1.9,698.0,151.0,7.5,0.0,21.0,3,Rendah_Kalori
DR021,"Daun Bluntas, Segar",Sayuran,44,1.8,0.5,9.4,0.0,256.0,49.0,5.6,0.0,30.0,3,Rendah_Kalori
DR022,"Daun Gandaria, Segar",Sayuran,63,3.1,0.3,14.0,2.1,40.0,45.0,4.7,3.0,61.0,3,Rendah_Kalori
DR023,"Daun Gedi Besar, Segar",Sayuran,58,2.9,0.7,10.0,3.3,440.0,100.0,1.9,30.0,11.0,3,Rendah_Kalori
DR024,"Daun Gedi Kecil, Segar",Sayuran,61,3.2,0.7,10.4,3.4,420.0,70.0,1.7,20.0,11.0,3,Rendah_Kalori
DR025,"Daun Gelang, Segar",Sayuran,30,1.3,0.7,5.8,1.3,350.0,210.0,11.9,5.0,1.0,3,Rendah_Kalori
DR026,"Daun Gunda Bali,  Segar",Sayuran,50,4.6,0.9,7.0,1.4,167.0,62.0,0.5,0.0,20.0,3,Rendah_Kalori
DR027,"Daun Gunda Serang,  Segar",Sayuran,62,4.2,0.9,9.2,1.3,171.0,64.0,0.6,0.0,20.0,3,Rendah_Kalori
DR028,"Daun Jambu Mete  Muda, Segar",Sayuran,78,4.6,0.5,16.2,3.0,33.0,64.0,8.9,14.0,65.0,3,Rendah_Kalori
DR029,"Daun Jampang, Segar",Sayuran,34,3.8,0.5,5.3,1.4,21.0,245.0,1.0,0.0,3.0,3,Rendah_Kalori
DR030,"Daun Jawaw Seluang,  Segar",Sayuran,93,5.0,1.3,15.3,3.9,146.0,103.0,5.3,2.0,9.0,3,Rendah_Kalori
DR031,"Daun Jonghe, Segar",Sayuran,27,2.1,0.7,4.4,2.0,253.0,192.0,9.5,0.0,1.0,3,Rendah_Kalori
DR032,"Daun Kacang Ma,  Segar",Sayuran,36,2.9,0.6,6.8,1.8,64.0,220.0,2.2,7.0,4.0,3,Rendah_Kalori
DR033,"Daun Kacang Panjang,  Segar",Sayuran,30,3.1,0.3,5.8,1.7,200.0,66.0,4.5,7.0,30.0,3,Rendah_Kalori
DR034,"Daun Kasbi/Singkong  Karet, Segar",Sayuran,92,4.0,3.6,10.9,5.8,140.0,70.0,1.6,70.0,74.0,3,Rendah_Kalori
DR035,"Daun Katuk, Segar",Sayuran,59,6.4,1.0,9.9,1.5,233.0,98.0,3.5,21.0,0.0,3,Rendah_Kalori
DR036,"Daun Kecipir, Segar",Sayuran,52,5.0,0.5,8.5,0.0,134.0,81.0,6.2,6.0,29.0,3,Rendah_Kalori
DR037,"Daun Kedondong,  Segar",Sayuran,59,3.5,0.3,13.4,10.7,540.0,82.0,6.2,12.0,29.0,3,Rendah_Kalori
DR038,"Daun Kelor, Segar",Sayuran,92,5.1,1.6,14.3,8.2,1077.0,76.0,6.0,61.0,22.0,3,Rendah_Kalori
DR039,"Daun Kemang, Segar",Sayuran,43,5.5,0.3,7.5,8.4,35.0,106.0,1.0,10.0,30.0,3,Rendah_Kalori
DR040,"Daun Kenikir, Segar",Sayuran,45,3.7,0.5,6.6,5.8,328.0,65.0,2.7,6.0,0.0,3,Rendah_Kalori
DR041,"Daun Kesum, Segar",Sayuran,48,4.5,0.8,9.1,1.6,125.0,142.0,2.6,11.0,4.0,3,Rendah_Kalori
DR042,"Daun Kol Sawi, Segar",Sayuran,22,2.1,0.5,3.6,0.9,200.0,92.0,3.2,19.0,3.0,3,Rendah_Kalori
DR043,"Daun Koro, Segar",Sayuran,23,3.0,0.3,3.7,0.0,134.0,81.0,6.2,4.0,29.0,3,Rendah_Kalori
DR044,"Daun Kubis, Segar",Sayuran,51,2.5,1.1,8.0,3.4,100.0,50.0,3.4,50.0,16.0,3,Rendah_Kalori
DR045,"Daun Kumak, Segar",Sayuran,14,1.3,0.3,2.3,0.9,90.0,59.0,2.7,2.0,3.0,3,Rendah_Kalori
DR046,"Daun Labu Siam, Segar",Sayuran,34,4.0,0.4,4.7,3.5,58.0,70.0,2.5,16.0,16.0,3,Rendah_Kalori
DR047,"Daun Labu  Waluh/Kuning, Segar",Sayuran,34,3.6,0.6,4.5,2.9,138.0,99.0,3.7,16.0,36.0,3,Rendah_Kalori
DR048,"Daun Lamtoro, Segar",Sayuran,87,8.3,1.8,14.4,3.3,725.0,174.0,3.9,10.0,32.0,0,Tinggi_Protein_Rendah_Lemak
DR049,"Daun Leilem, Segar",Sayuran,76,2.8,0.2,15.8,3.1,296.0,22.0,3.4,6.0,22.0,3,Rendah_Kalori
DR050,"Daun Leunca, Segar",Sayuran,49,4.7,0.5,8.1,0.0,210.0,80.0,6.1,0.0,40.0,3,Rendah_Kalori
DR051,"Daun Lobak, Segar",Sayuran,30,2.3,0.4,5.8,3.2,140.0,33.0,3.7,16.0,0.0,3,Rendah_Kalori
DR052,"Daun Lompong Talas,  Segar",Sayuran,44,3.0,0.8,7.4,3.3,76.0,59.0,1.0,3.0,31.0,3,Rendah_Kalori
DR053,"Daun Mangkokan,  Segar",Sayuran,57,3.7,0.3,11.8,0.0,474.0,49.0,4.0,0.0,83.0,3,Rendah_Kalori
DR054,"Daun Matel Ambon,  Segar",Sayuran,71,6.8,1.6,11.5,4.6,93.0,95.0,10.2,0.0,26.0,3,Rendah_Kalori
DR055,"Daun Melinjo, Segar",Sayuran,104,5.0,1.3,21.3,10.3,219.0,82.0,4.2,12.0,0.0,3,Rendah_Kalori
DR056,"Daun Mengkudu,  Segar",Sayuran,65,4.0,1.7,11.4,3.9,296.0,40.0,6.9,0.0,35.0,3,Rendah_Kalori
DR057,"Daun Ndusuk, Segar",Sayuran,166,1.7,0.5,38.8,10.7,40.0,20.0,1.8,40.0,30.0,1,Karbo_Kompleks
DR058,"Daun Oyong, Segar",Sayuran,22,1.0,0.1,5.3,2.0,21.0,44.0,2.0,40.0,0.0,3,Rendah_Kalori
DR059,"Daun Pakis, Segar",Sayuran,39,4.5,0.4,6.9,2.0,136.0,159.0,2.3,20.0,3.0,3,Rendah_Kalori
DR060,"Daun Pakis Longgiho,  Segar",Sayuran,54,2.2,3.6,3.1,2.1,40.0,80.0,0.7,70.0,8.0,3,Rendah_Kalori
DR061,"Daun Pakis  Wambateu, Segar",Sayuran,53,3.4,1.2,7.2,4.8,30.0,100.0,0.3,20.0,6.0,3,Rendah_Kalori
DR062,"Daun Paku, Segar",Sayuran,29,3.4,0.1,6.5,4.3,13.0,88.0,1.3,19.0,10.0,3,Rendah_Kalori
DR063,"Daun Pangi,Segar",Sayuran,104,3.9,0.6,17.9,8.3,256.0,22.0,1.8,4.0,23.0,3,Rendah_Kalori
DR064,"Daun Pare, Segar",Sayuran,49,2.7,1.0,8.4,3.0,217.0,70.0,3.3,7.0,7.0,3,Rendah_Kalori
DR065,"Daun Pepaya, Segar",Sayuran,87,8.0,2.0,11.9,1.5,353.0,63.0,0.8,4.0,0.0,0,Tinggi_Protein_Rendah_Lemak
DR066,"Daun Pohpohan, Segar",Sayuran,37,2.5,0.8,6.9,2.6,744.0,80.0,5.9,0.0,5.0,3,Rendah_Kalori
DR067,"Daun Selasih, Segar",Sayuran,62,4.0,0.5,10.5,5.3,122.0,16.0,13.9,3.0,24.0,3,Rendah_Kalori
DR068,"Daun Semanggi, Segar",Sayuran,45,4.4,0.5,8.5,1.9,98.0,90.0,7.0,64.0,6.0,3,Rendah_Kalori
DR069,"Daun Simpur, Segar",Sayuran,53,3.2,2.5,7.6,1.6,228.0,194.0,3.5,0.0,5.0,3,Rendah_Kalori
DR070,"Daun Singkil, Segar",Sayuran,68,2.0,1.0,15.2,3.3,178.0,86.0,2.1,0.0,3.0,3,Rendah_Kalori
DR071,"Daun Singkong, Segar",Sayuran,50,6.2,1.1,7.1,2.4,166.0,99.0,1.3,17.0,0.0,3,Rendah_Kalori
DR072,"Daun Singkong  Ambon, Segar",Sayuran,144,12.7,1.2,25.2,10.2,165.0,54.0,3.9,44.0,0.0,0,Tinggi_Protein_Rendah_Lemak
DR073,"Daun Singkong  Ampenan, Segar",Sayuran,50,6.2,1.1,7.1,2.4,352.0,123.0,2.7,49.0,0.0,3,Rendah_Kalori
DR074,"Daun Singkong  Kopang, Segar",Sayuran,74,6.3,0.7,10.7,4.6,142.0,115.0,1.7,32.0,0.0,3,Rendah_Kalori
DR075,"Daun Sintrong, Segar",Sayuran,36,2.6,0.9,6.1,1.7,398.0,95.0,9.3,64.0,3.0,3,Rendah_Kalori
DR076,"Daun Talas, Segar",Sayuran,59,3.0,0.4,13.5,3.0,236.0,50.0,2.4,4.0,24.0,3,Rendah_Kalori
DR077,"Daun Tespong, Segar",Sayuran,70,2.9,0.3,13.9,2.3,155.0,65.0,2.5,72.0,21.0,3,Rendah_Kalori
DR078,"Daun Ubi Kuning,  Segar",Sayuran,62,3.7,0.3,11.1,6.4,170.0,40.0,0.6,10.0,4.0,3,Rendah_Kalori
DR079,"Daun Ubi Merah, Segar",Sayuran,48,3.0,0.3,10.8,1.4,80.0,81.0,6.4,33.0,27.0,3,Rendah_Kalori
DR080,"Daun Ubi Putih, Segar",Sayuran,46,2.8,0.2,8.2,4.8,120.0,50.0,0.8,10.0,8.0,3,Rendah_Kalori
DR081,"Daun Ubi Tinta, Segar",Sayuran,55,1.7,0.1,11.9,7.6,120.0,40.0,0.6,10.0,7.0,3,Rendah_Kalori
DR082,"Eceng, Segar",Sayuran,19,1.0,0.2,3.8,1.8,80.0,45.0,3.7,45.0,50.0,3,Rendah_Kalori
DR083,"Gambas (Oyong),  Segar",Sayuran,19,0.8,0.2,4.1,1.3,19.0,33.0,0.9,23.0,8.0,3,Rendah_Kalori
DR084,"Genjer, Segar",Sayuran,35,1.7,0.2,7.7,2.5,62.0,33.0,2.1,64.0,54.0,3,Rendah_Kalori
DR085,"Jagung Muda / Semi,  Segar",Sayuran,35,2.2,0.1,7.4,1.9,7.0,100.0,0.5,353.0,8.0,3,Rendah_Kalori
DR086,Jamur Encik,Sayuran,296,9.4,1.1,62.0,0.0,5.0,277.0,5.3,2.0,0.0,1,Karbo_Kompleks
DR087,"Jamur Kuping, Kering",Sayuran,294,16.0,0.9,64.6,46.5,51.0,223.0,6.7,174.0,0.0,1,Karbo_Kompleks
DR088,"Jamur Kuping, Segar",Sayuran,21,3.8,0.6,0.9,5.1,3.0,94.0,1.7,17.0,5.0,3,Rendah_Kalori
DR089,"Jamur Merang, Segar",Sayuran,30,3.5,0.2,4.0,2.4,14.0,117.0,1.0,6.0,0.0,3,Rendah_Kalori
DR090,"Jamur Tiram, Segar",Sayuran,30,1.9,0.1,5.5,3.6,9.0,83.0,0.7,22.0,0.0,3,Rendah_Kalori
DR091,Jamur Sagu,Sayuran,48,1.9,3.2,2.8,1.0,10.0,90.0,0.6,100.0,0.0,3,Rendah_Kalori
DR092,"Jantung Pisang, Segar",Sayuran,32,1.2,0.3,7.1,3.2,30.0,50.0,0.1,3.0,10.0,3,Rendah_Kalori
DR093,"Jengkol, Segar",Sayuran,192,5.4,0.3,40.7,1.5,4.0,150.0,0.7,60.0,31.0,1,Karbo_Kompleks
DR094,"Jotang, Segar",Sayuran,34,1.9,0.3,7.1,3.5,162.0,41.0,4.0,59.0,20.0,3,Rendah_Kalori
DR095,"Kabau, Segar",Sayuran,130,6.7,0.3,25.2,2.9,4.0,204.0,0.5,1.0,16.0,1,Karbo_Kompleks
DR096,"Kacang Mekah,  Polong, Segar",Sayuran,22,1.1,1.0,3.4,1.1,63.0,296.0,1.0,2.0,0.0,3,Rendah_Kalori
DR097,"Kacang Panjang, Segar",Sayuran,31,2.3,0.1,5.3,2.7,60.0,64.0,0.6,30.0,46.0,3,Rendah_Kalori
DR098,Kacang Ranti Polong,Sayuran,37,3.1,0.2,7.9,2.5,103.0,126.0,0.8,0.0,6.0,3,Rendah_Kalori
DR099,"Kalakai, Segar",Sayuran,38,2.4,0.2,6.6,5.8,18.0,90.0,1.1,7.0,8.0,3,Rendah_Kalori
DR100,"Kangkung, Segar",Sayuran,28,3.4,0.7,3.9,2.0,67.0,54.0,2.3,65.0,17.0,3,Rendah_Kalori
DR101,Kangkung Tondano,Sayuran,43,1.8,0.2,8.4,4.3,72.0,9.0,0.7,30.0,23.0,3,Rendah_Kalori
DR102,"Kapri Muda, Segar",Sayuran,45,3.3,0.2,9.0,1.8,51.0,85.0,1.0,2.0,49.0,3,Rendah_Kalori
DR103,Karawila,Sayuran,25,2.3,0.2,3.5,2.1,25.0,67.0,0.3,8.0,39.0,3,Rendah_Kalori
DR104,"Kecipir Muda, Segar",Sayuran,32,2.9,0.2,5.8,5.5,63.0,37.0,0.3,3.0,19.0,3,Rendah_Kalori
DR105,"Kecombrang, Segar",Sayuran,34,0.9,1.0,6.7,2.6,60.0,16.0,1.0,47.0,0.0,3,Rendah_Kalori
DR106,"Kelawi,Kluwih, Segar",Sayuran,118,1.5,0.3,27.2,5.0,28.0,32.0,0.9,2.0,19.0,1,Karbo_Kompleks
DR107,"Kembang Turi, Segar",Sayuran,51,1.8,0.6,9.6,5.0,23.0,29.0,0.9,22.0,41.0,3,Rendah_Kalori
DR108,"Kerokot, Segar",Sayuran,26,1.7,0.4,3.8,1.0,103.0,39.0,3.6,4.0,25.0,3,Rendah_Kalori
DR109,"Ketimun, Segar",Sayuran,8,0.2,0.2,1.4,0.3,29.0,95.0,0.8,2.0,1.0,3,Rendah_Kalori
DR110,"Ketimun Krai, Segar",Sayuran,10,0.5,0.2,2.0,0.6,20.0,98.0,1.0,10.0,3.0,3,Rendah_Kalori
DR111,"Ketimun Madura,  Segar",Sayuran,9,0.5,0.1,1.9,0.7,15.0,102.0,0.6,2.0,5.0,3,Rendah_Kalori
DR112,"Komak, Segar",Sayuran,99,3.3,0.1,21.2,10.3,50.0,99.0,13.1,15.0,0.0,3,Rendah_Kalori
DR113,Kool Kembang,Sayuran,25,2.4,0.2,4.9,1.6,22.0,72.0,1.1,47.0,69.0,3,Rendah_Kalori
DR114,"Kool Merah,Kool Putih",Sayuran,29,1.4,0.2,5.3,1.9,46.0,31.0,0.5,28.0,50.0,3,Rendah_Kalori
DR115,"Koro Kerupuk, Polong",Sayuran,128,8.3,0.7,22.1,0.0,17.0,12.0,2.7,0.0,31.0,0,Tinggi_Protein_Rendah_Lemak
DR116,"Koro Wedus, Polong",Sayuran,46,3.0,0.3,7.9,3.3,56.0,47.0,1.1,2.0,17.0,3,Rendah_Kalori
DR117,"Kucai, Segar",Sayuran,45,2.2,0.3,10.3,4.8,52.0,50.0,1.1,21.0,17.0,3,Rendah_Kalori
DR118,"Kucai Muda (Lokio),  Segar",Sayuran,42,3.8,0.6,7.8,4.9,76.0,91.0,2.5,22.0,59.0,3,Rendah_Kalori
DR119,Kulit Melinjo,Sayuran,111,4.5,1.1,20.7,5.0,117.0,179.0,2.6,0.0,7.0,3,Rendah_Kalori
DR120,"Kundur, Segar",Sayuran,22,0.4,0.2,4.7,1.3,3.0,54.0,0.5,2.0,1.0,3,Rendah_Kalori
DR121,"Labu Air, Segar",Sayuran,19,0.6,0.2,3.8,0.6,12.0,18.0,0.6,2.0,10.0,3,Rendah_Kalori
DR122,"Labu Kuning, Segar",Sayuran,51,1.7,0.5,10.0,2.7,40.0,180.0,0.7,280.0,2.0,3,Rendah_Kalori
DR123,"Labu Siam, Segar",Sayuran,30,0.6,0.1,6.7,6.2,14.0,25.0,0.5,3.0,18.0,3,Rendah_Kalori
DR124,"Labu Waluh, Segar",Sayuran,32,1.1,0.1,6.6,0.5,45.0,64.0,1.4,1.0,52.0,3,Rendah_Kalori
DR125,"Lantar, Segar",Sayuran,34,2.2,0.3,5.5,2.9,10.0,58.0,0.4,3.0,4.0,3,Rendah_Kalori
DR126,"Lobak, Segar",Sayuran,21,0.9,0.1,4.2,1.4,35.0,26.0,0.6,49.0,32.0,3,Rendah_Kalori
DR127,"Lumai/Leunca, Segar",Sayuran,38,1.1,0.3,7.6,2.0,7.0,55.0,1.0,2.0,17.0,3,Rendah_Kalori
DR128,"Melinjo, Segar",Sayuran,66,5.0,0.7,13.3,0.0,163.0,75.0,2.8,0.0,0.0,3,Rendah_Kalori
DR129,Mostarda Metan -Sawi,Sayuran,33,2.3,0.5,4.7,1.8,60.0,30.0,3.1,20.0,12.0,3,Rendah_Kalori
DR130,"Nangka Muda, Segar",Sayuran,57,2.0,0.4,11.3,8.3,45.0,29.0,0.5,1.0,9.0,3,Rendah_Kalori
DR131,"Paria Putih, Segar",Sayuran,19,1.0,0.4,3.6,1.3,31.0,65.0,0.9,5.0,58.0,3,Rendah_Kalori
DR132,"Pepare Ular, Segar",Sayuran,19,0.6,0.1,3.9,1.0,20.0,10.0,0.4,130.0,9.0,3,Rendah_Kalori
DR133,"Pepaya Muda, Segar",Sayuran,29,2.1,0.1,4.9,2.1,50.0,16.0,0.4,22.0,19.0,3,Rendah_Kalori
DR134,"Petai, Segar",Sayuran,92,5.4,1.1,15.2,2.0,14.0,170.0,1.6,55.0,34.0,3,Rendah_Kalori
DR135,"Peterseli, Segar",Sayuran,53,3.7,1.0,9.0,0.0,193.0,84.0,4.3,18.0,0.0,3,Rendah_Kalori
DR136,"Pucuk Lumai/Daun  Leunca, Segar",Sayuran,33,4.5,0.4,2.8,0.0,13.0,75.0,2.9,2.0,41.0,3,Rendah_Kalori
DR137,"Putri Malu, Segar",Sayuran,76,3.6,0.3,14.6,7.1,119.0,84.0,3.3,1.0,6.0,3,Rendah_Kalori
DR138,"Rebung, Segar",Sayuran,25,0.8,0.1,5.3,9.7,3.0,5.0,0.5,3.0,0.0,3,Rendah_Kalori
DR139,"Rimbang, Segar",Sayuran,75,1.6,0.6,15.8,10.0,55.0,97.0,0.6,20.0,38.0,3,Rendah_Kalori
DR140,Rumput Laut,Sayuran,41,1.4,0.3,8.1,2.2,80.0,20.0,1.6,250.0,7.0,3,Rendah_Kalori
DR141,"Sawi, Segar",Sayuran,28,2.3,0.3,4.0,2.5,220.0,38.0,2.9,22.0,0.0,3,Rendah_Kalori
DR142,"Sawi Putih / Pecai,  Segar",Sayuran,9,1.0,0.1,1.7,0.8,56.0,42.0,1.1,5.0,3.0,3,Rendah_Kalori
DR143,"Sawi Taiwan, Segar",Sayuran,30,1.9,0.5,4.4,2.7,100.0,58.0,1.6,27.0,33.0,3,Rendah_Kalori
DR144,"Sawi Tanah, Segar",Sayuran,19,1.3,0.2,2.9,2.2,92.0,45.0,1.2,17.0,36.0,3,Rendah_Kalori
DR145,"Selada, Segar",Sayuran,18,1.2,0.2,2.9,1.8,22.0,25.0,0.5,19.0,8.0,3,Rendah_Kalori
DR146,"Selada Air, Segar",Sayuran,17,3.1,0.2,2.2,0.7,95.0,152.0,2.4,65.0,56.0,3,Rendah_Kalori
DR147,"Seledri, Segar",Sayuran,23,1.0,0.1,4.6,2.0,50.0,40.0,1.0,64.0,11.0,3,Rendah_Kalori
DR148,"Taoge, Segar",Sayuran,34,3.7,1.2,4.3,1.1,166.0,74.0,0.8,19.0,5.0,3,Rendah_Kalori
DR149,"Taoge Kacang Kedelai,  Segar",Sayuran,76,9.0,2.6,6.4,0.7,50.0,65.0,1.0,5.0,15.0,0,Tinggi_Protein_Rendah_Lemak
DR150,"Taoge Kacang  Tunggak, Segar",Sayuran,40,5.0,0.2,5.8,2.6,57.0,88.0,1.0,2.0,15.0,3,Rendah_Kalori
DR151,"Tebu Terubuk (Lilin),  Segar",Sayuran,30,4.6,0.4,3.0,0.8,40.0,80.0,2.0,699.0,50.0,3,Rendah_Kalori
DR152,"Tekokak, Segar",Sayuran,34,2.0,0.1,7.9,4.9,50.0,30.0,2.0,3.0,8.0,3,Rendah_Kalori
DR153,"Tekokak, Kering",Sayuran,302,8.3,1.7,72.6,21.2,370.0,180.0,22.2,9.0,0.0,1,Karbo_Kompleks
DR154,"Terong, Segar",Sayuran,28,1.1,0.2,5.5,2.1,15.0,37.0,0.4,9.0,5.0,3,Rendah_Kalori
DR155,"Terong Asam, Segar",Sayuran,37,2.0,0.4,6.3,3.2,13.0,59.0,1.5,3.0,4.0,3,Rendah_Kalori
DR156,"Terung Belanda, Segar",Sayuran,52,2.1,1.1,8.6,1.4,16.0,40.0,1.1,0.0,12.0,3,Rendah_Kalori
DR157,"Terung Bengkulu,  Segar",Sayuran,52,1.1,0.4,11.2,3.2,19.0,39.0,1.1,14.0,6.0,3,Rendah_Kalori
DR158,"Terong Hintalo, Segar",Sayuran,45,1.9,0.8,7.5,5.1,19.0,268.0,1.0,167.0,4.0,3,Rendah_Kalori
DR159,Terung Panjang,Sayuran,25,2.1,0.1,5.3,0.5,38.0,24.0,0.7,9.0,8.0,3,Rendah_Kalori
DR160,"Tomat, Air (Sari), Segar",Sayuran,20,1.0,0.2,3.5,0.4,7.0,15.0,0.4,10.0,10.0,3,Rendah_Kalori
DR161,"Tomat Merah, Segar",Sayuran,24,1.3,0.5,4.7,1.5,8.0,77.0,0.6,10.0,34.0,3,Rendah_Kalori
DR162,"Tomat Muda, Segar",Sayuran,24,2.0,0.7,3.3,1.8,5.0,27.0,0.5,10.0,30.0,3,Rendah_Kalori
DR163,"Uceng/ Bunga Melinjo,  Segar",Sayuran,82,5.8,1.3,11.7,4.8,70.0,266.0,2.4,0.0,3.0,3,Rendah_Kalori
DR164,"Umbut Kelapa, Segar",Sayuran,39,2.0,0.2,7.2,2.5,57.0,49.0,0.0,4.0,8.0,3,Rendah_Kalori
DR165,Umbut Rotan,Sayuran,34,2.4,0.3,5.5,2.2,89.0,79.0,1.3,8.0,9.0,3,Rendah_Kalori
DR166,"Wortel, Segar",Sayuran,36,1.0,0.6,7.9,1.0,45.0,74.0,1.0,70.0,18.0,3,Rendah_Kalori
DP001,"Bayam, Kukus",Sayuran,30,1.3,0.7,5.8,1.2,239.0,35.0,5.7,15.0,32.0,3,Rendah_Kalori
DP002,"Bayam ,Rebus",Sayuran,23,1.2,0.6,3.7,1.1,150.0,35.0,0.5,16.0,19.0,3,Rendah_Kalori
DP003,"Buncis, Rebus",Sayuran,30,2.2,0.2,6.4,1.5,107.0,47.0,0.5,7.0,8.0,3,Rendah_Kalori
DP004,"Daun Kacang Panjang,  Kukus",Sayuran,40,3.7,0.3,8.0,1.8,111.0,66.0,3.7,6.0,11.0,3,Rendah_Kalori
DP005,"Daun Katuk, Rebus",Sayuran,53,5.3,0.9,9.1,1.2,185.0,102.0,3.1,16.0,66.0,3,Rendah_Kalori
DP006,"Daun Kelor, Rebus",Sayuran,61,6.1,0.9,10.0,0.9,255.0,36.0,2.1,45.0,13.0,3,Rendah_Kalori
DP007,"Daun Mengkudu,  Kukus",Sayuran,63,3.8,1.5,11.5,2.4,300.0,43.0,6.0,0.0,11.0,3,Rendah_Kalori
DP008,"Daun Singkong, Rebus",Sayuran,31,3.7,0.6,4.8,1.6,160.0,50.0,2.6,13.0,34.0,3,Rendah_Kalori
DP009,"Daun Talas, Rebus",Sayuran,27,1.3,0.2,5.9,1.6,119.0,41.0,1.4,3.0,7.0,3,Rendah_Kalori
DP010,"Daun Ubi Merah,  Kukus",Sayuran,56,3.1,0.3,13.0,1.5,78.0,52.0,4.3,28.0,14.0,3,Rendah_Kalori
DP011,"Kacang Panjang  ,Kukus",Sayuran,39,3.0,0.6,7.6,1.7,100.0,91.0,1.2,28.0,20.0,3,Rendah_Kalori
DP012,"Kacang Panjang, Rebus",Sayuran,30,2.3,0.4,5.8,1.4,71.0,68.0,0.8,24.0,15.0,3,Rendah_Kalori
DP013,"Kangkung, Kukus",Sayuran,30,3.2,0.7,4.7,1.8,70.0,49.0,4.4,45.0,11.0,3,Rendah_Kalori
DP014,"Kangkung, Rebus",Sayuran,22,2.5,0.6,3.1,1.2,50.0,51.0,3.5,31.0,13.0,3,Rendah_Kalori
